income_code,age_range,gender,ethnicity,education,population
K,65_74,male,black,Graduate Degree,2783
L,55_64,male,asian,Bachelor Degree,23434
D,35_44,male,hispanic,HS Diploma,86561
B,85_120,male,hispanic,Some College,1912
G,18_24,male,black,Graduate Degree,6043
E,18_24,female,asian,< Than HS Diploma,1562
G,55_64,female,islander,Some College,240
B,65_74,female,black,HS Diploma,127844
D,75_84,female,asian,< Than HS Diploma,5005
A,45_54,male,asian,< Than HS Diploma,4015
E,85_120,male,hispanic,Bachelor Degree,1861
G,85_120,male,black,HS Diploma,2728
H,45_54,female,asian,Graduate Degree,20830
K,45_54,female,hispanic,Some College,12967
G,18_24,female,white,Graduate Degree,39222
J,65_74,male,hispanic,HS Diploma,2068
L,75_84,female,black,HS Diploma,2444
A,45_54,female,islander,HS Diploma,447
I,35_44,female,hispanic,HS Diploma,16658
D,55_64,female,white,Graduate Degree,116838
K,35_44,female,asian,HS Diploma,2383
D,18_24,female,asian,< Than HS Diploma,1247
E,35_44,male,hispanic,HS Diploma,118532
L,18_24,male,asian,Some College,12978
K,25_34,female,hispanic,Bachelor Degree,8831
B,65_74,female,hispanic,Some College,8998
C,25_34,female,black,Graduate Degree,41998
I,35_44,female,white,Some College,147497
F,65_74,female,asian,Graduate Degree,5597
D,75_84,female,hispanic,Some College,9825
B,85_120,female,black,Bachelor Degree,8514
A,75_84,male,asian,Some College,2424
U,25_34,male,asian,Bachelor Degree,4
A,18_24,male,white,HS Diploma,81099
K,65_74,male,asian,Bachelor Degree,5691
E,55_64,female,asian,Some College,18137
B,85_120,female,asian,< Than HS Diploma,4917
A,75_84,female,islander,HS Diploma,176
G,65_74,female,islander,Some College,99
B,35_44,male,islander,Bachelor Degree,31
C,85_120,female,black,HS Diploma,50387
D,65_74,female,black,Bachelor Degree,37800
K,75_84,male,hispanic,HS Diploma,1071
K,25_34,female,black,Some College,9693
H,65_74,male,hispanic,< Than HS Diploma,11843
U,35_44,male,black,HS Diploma,2
H,45_54,male,black,Some College,58832
J,45_54,male,white,Graduate Degree,130308
H,25_34,female,black,HS Diploma,30705
J,25_34,male,black,Bachelor Degree,10677
J,18_24,male,hispanic,< Than HS Diploma,5801
I,75_84,female,black,Bachelor Degree,2556
I,35_44,female,asian,HS Diploma,4602
I,18_24,male,islander,Graduate Degree,18
G,85_120,female,white,HS Diploma,60183
E,25_34,male,hispanic,Graduate Degree,93694
J,45_54,female,black,Some College,16317
A,25_34,female,asian,HS Diploma,35372
F,65_74,male,hispanic,Graduate Degree,14344
D,35_44,female,asian,< Than HS Diploma,3428
J,35_44,male,hispanic,< Than HS Diploma,16592
I,45_54,male,hispanic,Bachelor Degree,3386
F,18_24,male,hispanic,Graduate Degree,6712
E,55_64,male,asian,Some College,28270
E,25_34,male,asian,< Than HS Diploma,15957
B,85_120,female,black,Some College,17629
A,45_54,male,hispanic,Some College,13638
I,35_44,male,hispanic,Graduate Degree,4930
J,25_34,female,islander,Graduate Degree,143
L,85_120,female,black,Graduate Degree,711
E,35_44,male,asian,Bachelor Degree,89894
L,75_84,male,islander,Bachelor Degree,26
E,75_84,male,black,HS Diploma,36194
B,25_34,male,hispanic,< Than HS Diploma,303549
H,35_44,male,black,< Than HS Diploma,4968
K,85_120,female,hispanic,Graduate Degree,284
D,35_44,female,hispanic,HS Diploma,91146
K,65_74,female,asian,Some College,1278
B,25_34,male,islander,Bachelor Degree,84
F,18_24,female,islander,Bachelor Degree,73
F,18_24,male,black,Bachelor Degree,15349
J,55_64,male,asian,< Than HS Diploma,856
C,55_64,female,black,Bachelor Degree,20955
D,35_44,female,islander,Graduate Degree,70
E,75_84,female,islander,HS Diploma,240
H,55_64,male,black,Bachelor Degree,17248
A,85_120,male,hispanic,Graduate Degree,1151
A,75_84,female,black,HS Diploma,86808
L,85_120,female,hispanic,HS Diploma,1087
I,75_84,female,black,< Than HS Diploma,2255
C,35_44,female,islander,Graduate Degree,46
B,35_44,male,hispanic,Graduate Degree,4334
A,25_34,male,islander,Graduate Degree,134
E,35_44,male,islander,HS Diploma,396
E,45_54,female,black,Bachelor Degree,70748
H,35_44,female,white,Graduate Degree,134675
F,65_74,male,islander,HS Diploma,200
E,65_74,female,white,HS Diploma,947828
G,75_84,male,asian,Graduate Degree,7152
F,18_24,male,black,Graduate Degree,11136
B,18_24,male,black,Graduate Degree,5295
B,65_74,female,islander,Some College,66
H,35_44,male,white,Some College,475902
A,65_74,female,hispanic,HS Diploma,25225
E,35_44,female,black,Graduate Degree,34324
A,85_120,female,islander,Some College,29
F,35_44,male,white,HS Diploma,282572
C,25_34,female,hispanic,Bachelor Degree,14236
B,18_24,male,asian,< Than HS Diploma,816
F,65_74,male,hispanic,HS Diploma,37228
B,45_54,female,islander,Bachelor Degree,37
J,45_54,male,black,HS Diploma,8824
E,85_120,female,white,Bachelor Degree,77614
L,25_34,female,hispanic,Some College,32153
G,45_54,female,black,Bachelor Degree,25320
A,55_64,female,asian,< Than HS Diploma,2642
J,75_84,female,black,< Than HS Diploma,1775
G,55_64,female,islander,Bachelor Degree,163
L,75_84,female,white,HS Diploma,39932
K,35_44,male,asian,Some College,10582
K,65_74,female,white,< Than HS Diploma,3997
I,25_34,male,black,< Than HS Diploma,5082
C,75_84,female,asian,Graduate Degree,3289
K,65_74,female,asian,< Than HS Diploma,156
H,18_24,female,asian,< Than HS Diploma,455
L,18_24,male,white,HS Diploma,44550
L,65_74,female,asian,Bachelor Degree,14630
J,25_34,female,asian,Graduate Degree,18942
J,55_64,female,white,Graduate Degree,120098
I,45_54,male,black,Graduate Degree,6228
H,55_64,female,hispanic,Some College,17439
L,35_44,female,black,Bachelor Degree,18502
L,55_64,female,islander,Bachelor Degree,88
K,45_54,male,hispanic,Graduate Degree,10017
I,55_64,male,asian,Some College,4541
L,25_34,female,asian,HS Diploma,7399
D,35_44,male,asian,< Than HS Diploma,6123
K,85_120,female,hispanic,Some College,341
G,75_84,female,islander,Some College,110
H,25_34,male,white,Bachelor Degree,284592
G,75_84,male,white,Some College,134495
L,35_44,female,hispanic,HS Diploma,11629
L,75_84,male,black,Graduate Degree,3051
A,85_120,male,islander,< Than HS Diploma,48
D,75_84,male,black,HS Diploma,58775
E,45_54,female,asian,Graduate Degree,12663
E,18_24,female,hispanic,< Than HS Diploma,82427
A,65_74,female,hispanic,Graduate Degree,3144
C,25_34,female,asian,Bachelor Degree,26237
C,85_120,male,hispanic,Bachelor Degree,1322
G,75_84,male,black,HS Diploma,6833
C,65_74,female,asian,HS Diploma,12949
I,35_44,female,white,< Than HS Diploma,8976
B,75_84,female,asian,Graduate Degree,2992
K,85_120,female,hispanic,HS Diploma,521
J,65_74,male,islander,Some College,18
B,35_44,female,white,Bachelor Degree,139038
B,55_64,female,hispanic,< Than HS Diploma,199681
A,65_74,female,black,Some College,29590
G,25_34,female,asian,< Than HS Diploma,3579
B,25_34,male,white,Some College,264748
B,18_24,male,black,Some College,70277
G,65_74,male,hispanic,Some College,9196
F,25_34,female,black,Graduate Degree,52389
E,25_34,female,islander,Some College,2127
J,35_44,male,islander,Some College,108
A,35_44,male,hispanic,< Than HS Diploma,257844
H,75_84,male,white,Graduate Degree,40839
E,55_64,female,islander,Bachelor Degree,227
B,85_120,female,islander,Bachelor Degree,4
F,75_84,male,black,Bachelor Degree,9209
E,25_34,female,black,Graduate Degree,69225
K,45_54,male,hispanic,< Than HS Diploma,6642
L,35_44,male,black,Bachelor Degree,15484
F,85_120,female,asian,Graduate Degree,1001
D,45_54,female,asian,< Than HS Diploma,2559
E,85_120,female,asian,Bachelor Degree,5370
D,18_24,female,islander,Bachelor Degree,62
F,18_24,male,hispanic,< Than HS Diploma,45366
J,35_44,male,asian,Graduate Degree,12232
C,55_64,female,black,< Than HS Diploma,32613
J,35_44,female,hispanic,Graduate Degree,6761
G,18_24,female,islander,Bachelor Degree,48
A,75_84,male,islander,< Than HS Diploma,95
G,75_84,female,asian,Bachelor Degree,9346
E,35_44,male,hispanic,< Than HS Diploma,280867
E,18_24,male,black,HS Diploma,51984
I,35_44,male,white,< Than HS Diploma,12071
C,85_120,female,asian,< Than HS Diploma,3084
J,25_34,female,black,Graduate Degree,12687
G,35_44,female,islander,Some College,616
D,45_54,male,islander,Graduate Degree,42
A,18_24,female,white,Some College,335157
E,65_74,female,white,Graduate Degree,195952
D,55_64,male,black,Graduate Degree,22741
J,65_74,female,islander,Graduate Degree,11
L,18_24,male,islander,Bachelor Degree,29
F,45_54,female,hispanic,HS Diploma,105228
E,75_84,male,hispanic,HS Diploma,12115
H,75_84,female,black,< Than HS Diploma,3751
L,18_24,male,white,< Than HS Diploma,6184
F,85_120,male,white,Graduate Degree,56615
K,25_34,female,hispanic,< Than HS Diploma,15798
A,55_64,male,black,< Than HS Diploma,96226
J,55_64,female,black,Graduate Degree,8943
J,75_84,female,islander,HS Diploma,77
J,45_54,female,asian,Graduate Degree,21714
G,65_74,male,black,< Than HS Diploma,6723
A,35_44,male,black,< Than HS Diploma,63347
I,65_74,female,black,Some College,3733
K,65_74,male,asian,Graduate Degree,6811
E,45_54,male,islander,Some College,777
C,18_24,female,white,< Than HS Diploma,41085
C,75_84,male,hispanic,Some College,5223
K,65_74,female,hispanic,Bachelor Degree,1804
C,35_44,female,white,Bachelor Degree,135115
F,18_24,female,hispanic,Bachelor Degree,4479
J,35_44,male,black,< Than HS Diploma,1621
I,18_24,female,islander,Some College,244
L,65_74,male,white,Bachelor Degree,120826
C,55_64,male,white,< Than HS Diploma,61217
A,75_84,female,hispanic,Some College,4726
I,75_84,male,hispanic,Some College,1111
E,18_24,female,islander,Bachelor Degree,70
D,35_44,female,black,Some College,130225
L,55_64,female,hispanic,HS Diploma,16881
I,18_24,female,white,Bachelor Degree,31933
G,85_120,male,islander,HS Diploma,18
C,18_24,female,hispanic,Some College,77704
H,85_120,female,hispanic,Some College,565
K,55_64,female,asian,Graduate Degree,12641
L,85_120,female,black,< Than HS Diploma,818
K,25_34,male,asian,Some College,12082
A,65_74,male,asian,Bachelor Degree,2988
L,35_44,female,asian,< Than HS Diploma,530
J,75_84,male,islander,Bachelor Degree,7
D,35_44,male,black,Bachelor Degree,43380
E,18_24,male,hispanic,Some College,134482
K,65_74,male,white,< Than HS Diploma,4717
C,55_64,male,hispanic,HS Diploma,43155
A,55_64,male,asian,Graduate Degree,4613
A,85_120,female,islander,Bachelor Degree,13
D,55_64,female,white,Bachelor Degree,183216
E,55_64,male,hispanic,< Than HS Diploma,183861
F,55_64,male,white,Bachelor Degree,372258
B,75_84,female,black,HS Diploma,109762
E,85_120,male,white,HS Diploma,152277
D,55_64,female,asian,Graduate Degree,6398
K,55_64,female,hispanic,Some College,7245
F,25_34,male,white,HS Diploma,531401
I,25_34,male,white,< Than HS Diploma,35020
D,45_54,male,black,Bachelor Degree,32465
G,25_34,male,asian,Bachelor Degree,107169
D,18_24,female,asian,HS Diploma,5632
A,65_74,male,islander,< Than HS Diploma,57
U,25_34,female,white,Some College,24
K,25_34,male,asian,Bachelor Degree,44286
F,75_84,female,white,Graduate Degree,75460
K,18_24,male,asian,Graduate Degree,2620
K,25_34,female,islander,Bachelor Degree,167
L,55_64,female,islander,HS Diploma,81
L,75_84,female,islander,< Than HS Diploma,7
F,45_54,female,white,HS Diploma,481019
B,85_120,male,black,Bachelor Degree,3527
E,75_84,male,asian,< Than HS Diploma,5632
J,45_54,female,white,Graduate Degree,125008
F,75_84,female,black,Some College,12483
E,45_54,male,white,< Than HS Diploma,160651
B,55_64,male,black,Graduate Degree,9282
J,75_84,male,black,Graduate Degree,1375
G,35_44,male,asian,Some College,36377
F,65_74,female,asian,HS Diploma,11249
E,85_120,male,asian,Graduate Degree,4156
A,85_120,female,white,< Than HS Diploma,175138
C,45_54,female,hispanic,< Than HS Diploma,107433
F,25_34,female,hispanic,Graduate Degree,71344
H,25_34,female,asian,HS Diploma,12533
B,65_74,male,black,Some College,10978
H,75_84,male,black,Bachelor Degree,1839
A,35_44,male,islander,Graduate Degree,57
J,75_84,female,islander,Graduate Degree,15
E,25_34,female,white,< Than HS Diploma,211939
H,35_44,male,white,HS Diploma,98593
K,45_54,male,hispanic,Some College,15631
D,25_34,female,asian,HS Diploma,39930
K,35_44,male,white,Some College,131699
F,35_44,female,asian,< Than HS Diploma,2647
F,65_74,female,islander,Bachelor Degree,130
F,25_34,male,hispanic,Bachelor Degree,27172
L,35_44,female,hispanic,Bachelor Degree,15402
I,18_24,male,hispanic,< Than HS Diploma,6956
G,85_120,male,asian,Bachelor Degree,2475
K,45_54,female,black,HS Diploma,4195
A,35_44,female,white,< Than HS Diploma,102645
F,75_84,male,asian,Bachelor Degree,12551
A,75_84,male,asian,Graduate Degree,3634
J,85_120,male,black,Bachelor Degree,519
K,55_64,female,asian,< Than HS Diploma,194
A,18_24,female,white,Bachelor Degree,50248
A,45_54,female,islander,Bachelor Degree,90
J,65_74,male,white,Bachelor Degree,30210
B,35_44,female,hispanic,Some College,44411
F,65_74,male,hispanic,< Than HS Diploma,44715
C,18_24,female,asian,< Than HS Diploma,1162
B,75_84,female,asian,Some College,4638
J,65_74,female,asian,Graduate Degree,1384
C,55_64,male,islander,< Than HS Diploma,24
K,75_84,male,black,HS Diploma,869
C,75_84,male,hispanic,Bachelor Degree,2224
C,85_120,female,asian,HS Diploma,8008
J,25_34,male,hispanic,< Than HS Diploma,51313
H,45_54,male,islander,Graduate Degree,123
C,18_24,female,black,Some College,126482
J,25_34,female,white,HS Diploma,96518
L,25_34,female,asian,Bachelor Degree,62302
L,75_84,male,hispanic,Some College,1672
K,35_44,male,asian,Bachelor Degree,36982
H,55_64,female,white,Graduate Degree,136547
J,25_34,female,black,HS Diploma,18040
K,65_74,female,white,Bachelor Degree,79143
B,75_84,male,hispanic,Graduate Degree,1982
L,65_74,female,asian,Graduate Degree,4026
H,18_24,male,black,Graduate Degree,3199
J,65_74,male,asian,Graduate Degree,3747
I,85_120,female,asian,Some College,766
I,25_34,female,asian,Graduate Degree,24493
J,75_84,female,black,HS Diploma,2928
A,85_120,female,white,Bachelor Degree,44689
A,55_64,male,asian,Bachelor Degree,5159
I,18_24,female,asian,Bachelor Degree,5793
L,85_120,male,black,HS Diploma,656
B,65_74,female,islander,HS Diploma,257
E,75_84,male,islander,Some College,178
B,65_74,male,white,Some College,74653
B,25_34,male,white,Bachelor Degree,72637
E,75_84,male,black,Some College,27779
B,65_74,male,asian,HS Diploma,5876
H,18_24,female,black,Graduate Degree,4015
K,75_84,male,white,HS Diploma,12747
C,75_84,female,islander,HS Diploma,284
I,85_120,female,asian,< Than HS Diploma,275
H,45_54,male,white,HS Diploma,227223
I,25_34,male,asian,HS Diploma,10155
A,85_120,male,asian,Bachelor Degree,1494
A,35_44,male,islander,HS Diploma,161
I,55_64,female,islander,< Than HS Diploma,15
D,65_74,male,islander,Graduate Degree,84
A,25_34,male,hispanic,HS Diploma,63400
B,75_84,male,black,Some College,12971
C,85_120,female,hispanic,Bachelor Degree,1903
D,55_64,female,islander,HS Diploma,499
F,55_64,male,asian,< Than HS Diploma,4101
C,18_24,female,asian,Graduate Degree,2035
L,45_54,female,black,< Than HS Diploma,1159
K,85_120,male,asian,Bachelor Degree,1245
G,18_24,male,islander,HS Diploma,90
A,75_84,female,asian,Bachelor Degree,4081
G,18_24,female,hispanic,< Than HS Diploma,31605
I,55_64,female,asian,Some College,4026
H,35_44,male,asian,< Than HS Diploma,2292
F,55_64,female,islander,Graduate Degree,108
B,18_24,female,islander,Bachelor Degree,42
I,85_120,female,white,HS Diploma,27852
L,55_64,male,black,Some College,9002
B,55_64,male,asian,Some College,3577
I,75_84,male,asian,Bachelor Degree,4198
F,35_44,male,islander,< Than HS Diploma,37
E,85_120,female,hispanic,HS Diploma,6063
J,18_24,female,hispanic,HS Diploma,6235
D,65_74,male,asian,HS Diploma,18159
B,65_74,female,hispanic,Bachelor Degree,5643
J,85_120,male,white,Some College,10626
K,75_84,female,asian,HS Diploma,724
B,18_24,female,black,HS Diploma,112457
K,65_74,male,black,< Than HS Diploma,504
E,75_84,male,white,HS Diploma,382116
E,25_34,male,hispanic,Some College,183150
J,45_54,female,asian,Some College,12010
H,35_44,female,black,HS Diploma,19688
A,18_24,female,black,< Than HS Diploma,130561
D,65_74,female,asian,Some College,8164
I,35_44,male,asian,HS Diploma,5881
C,85_120,female,black,Some College,14936
A,85_120,male,black,HS Diploma,21353
A,75_84,male,hispanic,HS Diploma,5918
B,18_24,female,white,< Than HS Diploma,55304
K,25_34,female,white,< Than HS Diploma,9121
K,85_120,female,white,< Than HS Diploma,2526
J,55_64,male,islander,Bachelor Degree,86
A,45_54,female,islander,Graduate Degree,35
C,75_84,male,black,< Than HS Diploma,54153
E,35_44,female,islander,HS Diploma,541
L,35_44,male,islander,Some College,150
G,35_44,male,white,Some College,472747
B,85_120,female,white,Bachelor Degree,73339
E,75_84,male,black,Graduate Degree,15354
A,45_54,male,white,< Than HS Diploma,91263
C,85_120,female,black,Bachelor Degree,6358
U,35_44,male,asian,Bachelor Degree,2
H,18_24,male,white,Graduate Degree,30580
E,65_74,male,hispanic,HS Diploma,61030
K,45_54,male,asian,Bachelor Degree,35257
J,18_24,male,islander,HS Diploma,22
D,45_54,female,asian,Graduate Degree,7159
F,55_64,male,islander,HS Diploma,499
G,85_120,female,islander,Some College,31
I,35_44,female,asian,< Than HS Diploma,623
G,65_74,male,black,Bachelor Degree,13856
D,45_54,female,asian,Some College,16502
B,35_44,male,black,Some College,34179
B,35_44,female,asian,Graduate Degree,6246
J,18_24,female,asian,< Than HS Diploma,227
C,85_120,female,hispanic,< Than HS Diploma,41098
C,35_44,male,black,HS Diploma,37820
I,65_74,female,hispanic,Some College,2757
K,25_34,male,islander,Graduate Degree,143
U,25_34,male,asian,Graduate Degree,2
J,18_24,male,white,Some College,145779
J,25_34,female,white,Graduate Degree,111857
D,85_120,female,white,< Than HS Diploma,95880
C,55_64,male,black,Some College,40788
G,18_24,female,hispanic,Bachelor Degree,3168
F,35_44,male,islander,Some College,783
A,65_74,male,white,Some College,84372
K,25_34,female,asian,Graduate Degree,21914
D,18_24,male,hispanic,HS Diploma,28076
C,65_74,female,asian,Graduate Degree,2479
G,35_44,male,black,Graduate Degree,10285
F,85_120,male,black,HS Diploma,6622
H,45_54,female,hispanic,Graduate Degree,18665
K,18_24,male,black,Bachelor Degree,2299
J,85_120,male,islander,HS Diploma,9
U,35_44,male,white,Some College,7
K,25_34,male,hispanic,< Than HS Diploma,22889
C,85_120,male,black,Some College,8536
